@relation Training-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute ID numeric
@attribute score_tag {P,N,NEU,NONE,P+,N+}
@attribute agreement {DISAGREEMENT,AGREEMENT}
@attribute subjectivity {SUBJECTIVE,OBJECTIVE}
@attribute confidence numeric
@attribute irony {NONIRONIC,IRONIC}
@attribute happy numeric
@attribute angry numeric
@attribute bored numeric
@attribute fear numeric
@attribute sad numeric
@attribute excited numeric
@attribute spam numeric
@attribute news numeric
@attribute feedback numeric
@attribute marketing numeric
@attribute query numeric
@attribute word_count numeric
@attribute words_per_sentence numeric
@attribute sentence_count numeric
@attribute six_plus_words numeric
@attribute emojis numeric
@attribute emoticons numeric
@attribute hashtags numeric
@attribute urls numeric
@attribute analytical_thinking numeric
@attribute authentic numeric
@attribute clout numeric
@attribute emotional_tone numeric
@attribute dictionary_words numeric
@attribute achievement numeric
@attribute adjectives numeric
@attribute adverbs numeric
@attribute affect numeric
@attribute affiliation numeric
@attribute all_punctuation numeric
@attribute anger_words numeric
@attribute anxiety_words numeric
@attribute apostrophes numeric
@attribute articles numeric
@attribute assent numeric
@attribute auxiliary_verbs numeric
@attribute biological_processes numeric
@attribute body numeric
@attribute causation numeric
@attribute certainty numeric
@attribute cognitive_processes numeric
@attribute colons numeric
@attribute commas numeric
@attribute comparisons numeric
@attribute conjunctions numeric
@attribute dashes numeric
@attribute death numeric
@attribute differentiation numeric
@attribute discrepancies numeric
@attribute drives numeric
@attribute exclamations numeric
@attribute family numeric
@attribute feel numeric
@attribute female numeric
@attribute filler_words numeric
@attribute focus_future numeric
@attribute focus_past numeric
@attribute focus_present numeric
@attribute friends numeric
@attribute function_words numeric
@attribute health numeric
@attribute hear numeric
@attribute home numeric
@attribute i numeric
@attribute impersonal_pronouns numeric
@attribute informal_language numeric
@attribute ingestion numeric
@attribute insight numeric
@attribute interrogatives numeric
@attribute leisure numeric
@attribute male numeric
@attribute money numeric
@attribute motion numeric
@attribute negations numeric
@attribute negative_emotion_words numeric
@attribute netspeak numeric
@attribute nonfluencies numeric
@attribute numbers numeric
@attribute other_grammar numeric
@attribute other_punctuation numeric
@attribute parentheses numeric
@attribute perceptual_processes numeric
@attribute periods numeric
@attribute personal_concerns numeric
@attribute personal_pronouns numeric
@attribute positive_emotion_words numeric
@attribute power numeric
@attribute prepositions numeric
@attribute pronouns numeric
@attribute quantifiers numeric
@attribute question_marks numeric
@attribute quotes numeric
@attribute relativity numeric
@attribute religion numeric
@attribute reward numeric
@attribute risk numeric
@attribute sad_words numeric
@attribute see numeric
@attribute semicolons numeric
@attribute sexual numeric
@attribute she_he numeric
@attribute social numeric
@attribute space numeric
@attribute swear_words numeric
@attribute tentative numeric
@attribute they numeric
@attribute time numeric
@attribute time_orientation numeric
@attribute verbs numeric
@attribute we numeric
@attribute work numeric
@attribute you numeric
@attribute admiration_count numeric
@attribute amusement_count numeric
@attribute anger_count numeric
@attribute boredom_count numeric
@attribute calmness_count numeric
@attribute curiosity_count numeric
@attribute desire_count numeric
@attribute disgust_count numeric
@attribute excitement_count numeric
@attribute fear_count numeric
@attribute gratitude_count numeric
@attribute joy_count numeric
@attribute love_count numeric
@attribute pain_count numeric
@attribute sadness_count numeric
@attribute surprise_count numeric
@attribute goodfeel_count numeric
@attribute ambifeel_count numeric
@attribute badfeel_count numeric
@attribute emotionality_count numeric
@attribute sentiment_count numeric
@attribute admiration_score numeric
@attribute amusement_score numeric
@attribute anger_score numeric
@attribute boredom_score numeric
@attribute calmness_score numeric
@attribute curiosity_score numeric
@attribute desire_score numeric
@attribute disgust_score numeric
@attribute excitement_score numeric
@attribute fear_score numeric
@attribute gratitude_score numeric
@attribute joy_score numeric
@attribute love_score numeric
@attribute pain_score numeric
@attribute sadness_score numeric
@attribute surprise_score numeric
@attribute goodfeel_score numeric
@attribute ambifeel_score numeric
@attribute badfeel_score numeric
@attribute emotionality_score numeric
@attribute sentiment_score numeric
@attribute non_emotion_score numeric
@attribute emotion_word_count numeric
@attribute Class {0,1}

@data
261,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.120495,0.268191,0.139245,0.171631,0.175849,0.124589,0.045,0.643,0.135,0.136,0.041,573,28.65,20,0.431065,0,0,0,0,76.909688,5.71912,82.255292,84.331921,0.732984,0.015707,0.050611,0.036649,0.041885,0.029668,0.150087,0.001745,0,0.008726,0.04712,0,0.054101,0.00349,0,0.005236,0.013962,0.073298,0.001745,0.052356,0.012216,0.068063,0,0,0.022688,0.005236,0.111693,0,0.006981,0,0.04712,0,0.001745,0.027923,0,0,0.397906,0.00349,0.00349,0.005236,0.001745,0.04363,0.001745,0,0.020942,0.015707,0,0.001745,0.015707,0.008726,0.006981,0.00349,0,0.001745,0.017452,0.181501,0.00349,0.013962,0.010471,0.034904,0.097731,0.055846,0.036649,0.062827,0.111693,0.099476,0.012216,0,0.034904,0.120419,0,0.008726,0.00349,0,0.006981,0,0,0.045375,0.118674,0.052356,0,0.017452,0.00349,0.04014,0.097731,0.08377,0.005236,0.080279,0,7,0,9,0,2,4,3,4,2,40.66,12.66,11,41,0,7,0,70.66,14,57.66,132.66,70.66,0.259259,0,0.310345,0,0.090909,0.166667,0.130435,0.166667,0.090909,0.670293,0.38763,0.354839,0.672131,0,0.090909,0,0.10615,0.021032,0.086621,0.199291,0.47896,0.800709,40,0
262,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.250754,0.05296,0.010714,0.127305,0.011538,0.546729,0.06,0.219,0.034,0.683,0.004,223,22.3,10,0.349776,0,0,0,0,74.665454,44.569148,81.509756,68.109865,0.721973,0.013453,0.044843,0.053812,0.03139,0.008969,0.161435,0.004484,0,0.035874,0.06278,0,0.058296,0.008969,0,0.013453,0.008969,0.076233,0.004484,0.03139,0.017937,0.071749,0.017937,0.004484,0.022422,0.004484,0.053812,0,0.004484,0,0,0,0.013453,0.008969,0,0,0.403587,0.004484,0,0.004484,0.004484,0.03139,0.004484,0.004484,0.026906,0.017937,0.004484,0.004484,0.035874,0.013453,0.008969,0.004484,0,0.004484,0.022422,0.183857,0.026906,0,0.004484,0.044843,0.071749,0.058296,0.026906,0.026906,0.103139,0.089686,0.008969,0,0,0.156951,0,0.013453,0,0,0.004484,0,0,0.004484,0.076233,0.067265,0,0,0,0.080717,0.112108,0.09417,0,0.058296,0.049327,19,0,1,0,2,0,0,1,0,0,3,0,7,0,19,0,22,0,1,23,22,0.573288,0,0.066041,0,0.123899,0,0,0.066041,0,0,0.175007,0,0.331092,0,0,0,0.092437,0,0.004202,0.096639,0.677419,0.903361,8,1
263,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.289184,0.17213,0.045645,0.11157,0.076084,0.305386,0.044,0.701,0.192,0.05,0.013,220,11,20,0.245455,0,0,0,0,60.371628,26.726263,96.167133,99,0.936364,0.040909,0.031818,0.05,0.090909,0.081818,0.277273,0.004545,0,0.031818,0.063636,0,0.077273,0.004545,0,0.013636,0.022727,0.104545,0.013636,0.072727,0.018182,0.022727,0,0,0.031818,0.013636,0.15,0,0,0,0,0,0.036364,0.072727,0,0,0.504545,0,0.036364,0.004545,0.013636,0.040909,0.013636,0,0.013636,0,0.040909,0.040909,0,0.045455,0.036364,0.009091,0.004545,0.009091,0.018182,0.313636,0.009091,0,0.045455,0.081818,0.081818,0.118182,0.081818,0.013636,0.109091,0.159091,0.004545,0.018182,0.05,0.168182,0,0.036364,0,0,0.009091,0,0,0.040909,0.2,0.072727,0,0.013636,0.004545,0.054545,0.240909,0.254545,0.040909,0.036364,0.018182,22,0,12,0,0,2,10,8,5,0,15,23,13,0,22,0,63,12,22,95,63,0.52381,0,0.375,0,0,0.090909,0.333333,0.285714,0.2,0,0.428571,0.534884,0.393939,0,0,0,0.217993,0.041522,0.076125,0.32872,0.743533,0.67128,26,0
264,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.147836,0.140627,0.102248,0.228304,0.124184,0.256801,0.071,0.729,0.109,0.076,0.014,1298,21.633333,60,0.343606,0,0,0,0,93.049616,5.646664,88.220013,27.050693,0.779661,0.024653,0.050077,0.022342,0.033898,0.020031,0.179507,0.006934,0.001541,0.021572,0.085516,0.001541,0.05547,0.009245,0.001541,0.010015,0.005393,0.066256,0.001541,0.050077,0.026965,0.050847,0,0.00077,0.01772,0.006934,0.126348,0,0.003082,0.004622,0.005393,0,0.007704,0.043143,0.008475,0.008475,0.44376,0.002311,0.008475,0.004622,0,0.048536,0.003082,0.002311,0.015408,0.021572,0.006934,0.069337,0.006163,0.026194,0.010015,0.016179,0.003082,0,0.007704,0.197997,0.005393,0.00077,0.023883,0.075501,0.072419,0.047766,0.016949,0.083205,0.147149,0.096302,0.020031,0,0.024653,0.128659,0.006163,0.010015,0.005393,0.003082,0.008475,0,0.002311,0.040062,0.145609,0.07319,0,0.01849,0.006934,0.033898,0.110169,0.100924,0,0.051618,0.00077,39,0,105.25,0,2,12,16,73.35,5.83,35,8.625,27,71.625,0,39,0,150.08,32,171.375,348.455,150.08,0.529596,0,0.752371,0,0.054584,0.257284,0.315949,0.679223,0.144054,0.502577,0.199348,0.43802,0.674016,0,0.419175,0,0.096985,0.020679,0.110746,0.225179,-0.465059,0.774821,99,0
265,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.068381,0.305712,0.156222,0.197458,0.192379,0.079848,0.064,0.492,0.285,0.048,0.111,516,18.428571,28,0.321705,0,0,0,0,95.687854,23.508418,56.16155,22.76063,0.72093,0.017442,0.050388,0.031008,0.025194,0.021318,0.263566,0.005814,0,0.017442,0.075581,0.001938,0.046512,0.001938,0,0.015504,0.013566,0.108527,0.021318,0.060078,0.021318,0.040698,0,0,0.046512,0.001938,0.083333,0,0,0.007752,0,0,0,0.044574,0,0,0.381783,0,0.001938,0.013566,0,0.03876,0.017442,0.001938,0.00969,0.011628,0.013566,0.015504,0.001938,0.005814,0.007752,0.013566,0.015504,0,0.02907,0.205426,0.034884,0.007752,0.031008,0.067829,0.077519,0.01938,0.011628,0.050388,0.139535,0.05814,0.025194,0,0.054264,0.125969,0,0.001938,0.001938,0,0.021318,0,0,0.013566,0.063953,0.060078,0,0.027132,0,0.060078,0.085271,0.089147,0.005814,0.050388,0,16.35,0,37.5,3,0,1,0,8,5.83,15,6,7,3,0,16.35,0,32.18,1,89.5,121.68,32.18,0.408604,0,0.613103,0.11251,0,0.040544,0,0.25265,0.197665,0.387955,0.202263,0.228278,0.11251,0,0.567098,0,0.053484,0.001662,0.14875,0.202234,-0.774038,0.797766,36,0
266,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.149764,0.210224,0.075481,0.217503,0.17705,0.169978,0.031,0.782,0.064,0.079,0.044,145,29,5,0.351724,0,0,0,0,99,47.931034,63.493369,25.774194,0.724138,0.027586,0.034483,0.02069,0.013793,0.02069,0.144828,0,0,0.013793,0.110345,0,0.048276,0,0,0.006897,0,0.062069,0.006897,0.048276,0.013793,0.013793,0.013793,0.006897,0.006897,0,0.048276,0,0,0.006897,0,0,0,0.075862,0,0,0.386207,0,0.013793,0,0,0.034483,0.006897,0,0.041379,0.006897,0.006897,0,0.006897,0,0,0.006897,0.006897,0,0.062069,0.2,0.013793,0.006897,0.02069,0.041379,0.034483,0,0.006897,0.006897,0.165517,0.034483,0,0,0,0.158621,0.006897,0.006897,0,0,0,0,0,0,0.041379,0.02069,0,0.006897,0,0.137931,0.103448,0.096552,0,0.006897,0,4,0,4,0,0,0,2,0,1,4,0,0,0,0,4,0,5,2,7,12,5,0.285714,0,0.285714,0,0,0,0.166667,0,0.090909,0.285714,0,0,0,0,0.333333,0,0.033113,0.013245,0.046358,0.07947,-0.220481,0.92053,6,1
267,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.199353,0.167381,0,0.251741,0.122935,0.258595,0.174,0.249,0.496,0.042,0.039,477,25.105263,19,0.312369,0,0,0,0,87.225297,22.979014,86.676329,6.84083,0.834382,0.012579,0.039832,0.031447,0.037736,0.025157,0.230608,0.012579,0.004193,0.004193,0.079665,0,0.0587,0.060797,0.020964,0.018868,0.008386,0.085954,0.010482,0.100629,0.018868,0.035639,0.004193,0.002096,0.010482,0.010482,0.0587,0,0.008386,0.008386,0.02935,0,0.010482,0.048218,0.006289,0.006289,0.461216,0.010482,0.004193,0,0.020964,0.046122,0,0.031447,0.018868,0.016771,0.023061,0.012579,0,0.025157,0,0.027254,0,0,0.031447,0.228512,0.004193,0.004193,0.031447,0.052411,0.056604,0.08805,0.010482,0.014675,0.129979,0.134172,0.016771,0.020964,0.02935,0.159329,0.014675,0.002096,0.006289,0.002096,0.014675,0,0.004193,0.033543,0.119497,0.079665,0,0.02935,0.010482,0.060797,0.127883,0.134172,0.008386,0.016771,0.014675,22.5,0,51.75,16.7,0,0,11.85,17.65,21.825,46.3,9,10,13.7,10,22.5,0,57.1,13.85,112.1,181.05,57.1,0.535796,0,0.726381,0.461408,0,0,0.378068,0.475183,0.528213,0.703716,0.315861,0.339057,0.41273,0.339057,0.170259,0,0.092838,0.022518,0.182262,0.294366,-0.799604,0.705634,43,1
268,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.109127,0.329706,0.060749,0.173328,0.13805,0.18904,0.03,0.879,0.058,0.022,0.011,1524,22.746269,67,0.318898,0,0,0,0,83.203009,5.532079,89.119924,46.309711,0.777559,0.019029,0.032808,0.051181,0.052493,0.016404,0.185039,0.011155,0.004593,0.015748,0.062992,0.000656,0.059055,0.009843,0.001969,0.00853,0.007874,0.091207,0.002625,0.058399,0.016404,0.05643,0,0.001969,0.028215,0.019685,0.108268,0,0.004593,0.003937,0.015092,0,0.00853,0.041339,0,0,0.450787,0.003281,0.022966,0.000656,0.005249,0.032808,0.002625,0.004593,0.011811,0.019029,0.004593,0.068898,0.005906,0.01706,0.007874,0.020341,0,0.001312,0.011155,0.217192,0.001312,0.000656,0.032152,0.072178,0.040026,0.068898,0.031496,0.074147,0.138451,0.101706,0.026903,0.001312,0.032808,0.136483,0.001312,0.01378,0.007874,0.001969,0.005249,0,0.000656,0.0479,0.160761,0.080709,0.000656,0.025591,0.011155,0.038714,0.122703,0.132546,0.003937,0.028871,0.000656,37.525,1,107.35,11,5,14.85,27.125,61.15,14.705,65.375,13,58.1,66.15,1,37.525,0,174.435,47.975,231.175,450.26,174.435,0.506198,0.026591,0.745714,0.231063,0.120175,0.288596,0.425617,0.625537,0.286586,0.641051,0.262065,0.613477,0.643758,0.026591,0.33752,0,0.094583,0.026013,0.125348,0.244141,-0.686722,0.755859,130,0
269,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.054146,0.231035,0.114338,0.242368,0.29706,0.061053,0.152,0.108,0.416,0.081,0.243,31,15.5,2,0.387097,0,0,0,0,54.536157,2.964759,83.343548,99,0.870968,0,0.064516,0.16129,0.096774,0.032258,0.225806,0,0,0,0,0,0.064516,0,0,0,0.032258,0.225806,0,0.032258,0.032258,0,0,0,0,0.032258,0.096774,0,0,0,0,0,0,0.064516,0,0,0.516129,0,0,0,0.032258,0,0.032258,0,0.032258,0,0,0,0.096774,0,0,0,0,0.032258,0.064516,0.387097,0.064516,0,0,0,0.096774,0.129032,0.096774,0.032258,0.16129,0.129032,0.032258,0.129032,0,0.064516,0,0.032258,0,0,0,0,0,0,0.129032,0.032258,0,0.129032,0.096774,0.032258,0.193548,0.225806,0,0.032258,0,1,0,0,0,0,0,4,0,1.35,0,0,0,0,0,1,0,2.35,4,0,6.35,2.35,0.136527,0,0,0,0,0,0.387426,0,0.175906,0,0,0,0,0,0,0,0.068413,0.116448,0,0.184862,0.344467,0.815138,3,1
270,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.066927,0.394147,0.065396,0.171642,0.15173,0.150159,0.017,0.864,0.058,0.04,0.02,837,26.15625,32,0.381123,0,0,0,0.002389,93.906732,6.837354,69.206861,38.516267,0.737157,0.016726,0.038232,0.021505,0.0454,0.031063,0.151732,0.009558,0.003584,0.015532,0.088411,0.001195,0.048984,0.016726,0.001195,0.008363,0.003584,0.066906,0.007168,0.039427,0.014337,0.063321,0.005974,0.003584,0.023895,0.008363,0.111111,0.001195,0.002389,0.001195,0.016726,0,0.002389,0.039427,0,0,0.421744,0.011947,0.013142,0,0.013142,0.02509,0.003584,0.003584,0.020311,0.009558,0.013142,0,0.004779,0.013142,0.014337,0.019116,0.001195,0.001195,0.015532,0.167264,0.003584,0.001195,0.034648,0.052569,0.077658,0.0454,0.026284,0.063321,0.137395,0.07049,0.009558,0,0.02509,0.087216,0.001195,0.009558,0.007168,0.003584,0.020311,0,0,0.015532,0.0908,0.0454,0,0.003584,0.005974,0.028674,0.0908,0.095579,0.005974,0.057348,0.004779,27,0,84,5,7,0,23,24,4.73,29,7,20,37,0,27,0,106.39,23,159.5,275.89,106.39,0.51627,0,0.768539,0.165026,0.21673,0,0.476208,0.486833,0.157518,0.534087,0.21673,0.441518,0.593917,0,0.62686,0,0.103503,0.022376,0.155172,0.268404,-0.748044,0.731596,85,1
271,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.106651,0.293469,0.037934,0.217484,0.139109,0.205353,0.19,0.385,0.275,0.026,0.125,35,17.5,2,0.314286,0,0,0,0,90.175372,26.004762,80.420635,1.909664,0.857143,0.028571,0.057143,0,0.085714,0.028571,0.2,0.028571,0,0.057143,0.085714,0,0.114286,0,0,0,0,0.057143,0,0.057143,0.057143,0,0,0,0.028571,0,0.142857,0,0,0,0,0,0,0,0,0,0.428571,0,0.028571,0,0,0.114286,0,0,0.028571,0.028571,0.028571,0.028571,0,0,0,0.057143,0,0,0,0.285714,0.028571,0.028571,0.028571,0.028571,0.028571,0.028571,0.028571,0.114286,0.142857,0.142857,0,0,0,0.142857,0,0.057143,0,0,0,0,0,0.028571,0.114286,0.114286,0,0,0,0.028571,0.114286,0.2,0,0,0,1,0,13,0,0,0,3,0,0,2,3,0,0,0,1,0,4,3,15,17,4,0.136527,0,0.672719,0,0,0,0.321731,0,0,0.240253,0.321731,0,0,0,0,0,0.083333,0.0625,0.3125,0.354167,-0.710955,0.645833,4,1
272,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.039434,0.463046,0.06412,0.181383,0.132631,0.119386,0.055,0.791,0.147,0.003,0.003,208,17.333333,12,0.264423,0,0,0,0,83.682967,9.075619,88.517751,25.774194,0.807692,0,0.048077,0.009615,0.019231,0.033654,0.177885,0,0,0.024038,0.086538,0,0.048077,0.033654,0.019231,0,0,0.096154,0.004808,0.0625,0.014423,0.0625,0,0,0.043269,0,0.105769,0,0.009615,0.004808,0.009615,0,0.009615,0.043269,0.009615,0.009615,0.423077,0.014423,0.038462,0.014423,0.014423,0.028846,0,0,0.038462,0.009615,0.004808,0.0625,0,0.004808,0.019231,0.009615,0,0,0.033654,0.221154,0.004808,0,0.057692,0.0625,0.072115,0.086538,0.009615,0.0625,0.096154,0.115385,0,0,0.019231,0.086538,0,0.009615,0.004808,0.004808,0.014423,0,0,0.052885,0.197115,0.033654,0,0.024038,0.019231,0.048077,0.125,0.129808,0,0.057692,0,0,0,11,0,0,0,0,0,0,26,3,0,13,6,0,0,16,0,40,54,16,0,0,0.415221,0,0,0,0,0,0,0.626628,0.162233,0,0.456269,0.279175,0.474706,0,0.064516,0,0.16129,0.217742,-0.686608,0.782258,14,0
273,NEU,DISAGREEMENT,OBJECTIVE,91,NONIRONIC,0.087692,0.488437,0.062873,0.127657,0.119911,0.11343,0.005,0.929,0.027,0.014,0.026,395,26.333333,15,0.4,0,0,0,0,95.645536,8.889043,58.994158,18.319877,0.787342,0.017722,0.04557,0.022785,0.020253,0.005063,0.172152,0,0,0.005063,0.081013,0,0.068354,0.022785,0,0.020253,0.005063,0.098734,0.005063,0.070886,0.027848,0.058228,0.012658,0,0.032911,0.017722,0.058228,0,0.002532,0.002532,0.005063,0,0.043038,0.012658,0,0,0.389873,0.022785,0.007595,0.005063,0,0.017722,0,0,0.010127,0.005063,0.002532,0.002532,0.048101,0.037975,0.002532,0.012658,0,0,0.060759,0.250633,0.017722,0,0.01519,0.040506,0.103797,0.017722,0.007595,0.035443,0.136709,0.035443,0.055696,0,0.020253,0.111392,0,0.002532,0.005063,0.010127,0.005063,0,0,0.007595,0.058228,0.048101,0,0.032911,0.010127,0.032911,0.111392,0.111392,0,0.078481,0,3.375,0,2,0,0,0,5.375,0,0,2,1,0,13,0,3.375,0,17.375,5.375,18,39.375,17.375,0.163079,0,0.103517,0,0,0,0.236831,0,0,0.103517,0.054584,0,0.428753,0,0.428753,0,0.041729,0.012909,0.04323,0.094566,-0.048553,0.905434,18,1
274,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.048596,0.398082,0.119157,0.168237,0.179813,0.086115,0.122,0.357,0.429,0.014,0.079,868,23.459459,37,0.228111,0,0,0,0,78.007881,16.714055,76.251082,31.671824,0.808756,0.011521,0.036866,0.043779,0.026498,0.002304,0.167051,0.003456,0.001152,0.041475,0.070276,0,0.080645,0.009217,0.00576,0.008065,0.010369,0.08871,0.006912,0.03341,0.026498,0.051843,0.003456,0.002304,0.028802,0.013825,0.050691,0.003456,0,0,0.03341,0,0.013825,0.050691,0,0,0.487327,0.002304,0.021889,0,0.020737,0.051843,0.00576,0,0.017281,0.021889,0.002304,0.011521,0.010369,0.013825,0.008065,0.010369,0.003456,0.002304,0.018433,0.261521,0.012673,0,0.036866,0.044931,0.048387,0.077189,0.013825,0.026498,0.141705,0.129032,0.021889,0.001152,0.019585,0.142857,0,0.010369,0.001152,0.001152,0.014977,0,0.001152,0.043779,0.12212,0.065668,0,0.025346,0.00576,0.06682,0.164747,0.164747,0.001152,0.041475,0.00576,20.75,0,48.2,1,12,0,8,1,1.46,16.3,4.625,11.2,12.1,0,20.75,0,61.295,8,72.2,140.495,61.295,0.432716,0,0.639232,0.035457,0.306099,0,0.227254,0.035457,0.050937,0.374687,0.145313,0.291644,0.307865,0,0.50089,0,0.063354,0.008269,0.074626,0.145215,-0.361807,0.854785,41,1
275,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.088022,0.360838,0.045876,0.205882,0.11541,0.183971,0.15,0.499,0.323,0.004,0.024,18,18,1,0.333333,0,0,0,0,18.823681,4.9703,95.204403,1,0.944444,0,0,0.222222,0.166667,0,0.333333,0,0.111111,0.111111,0.166667,0,0.111111,0,0,0,0,0,0,0.055556,0,0.111111,0,0,0,0,0.111111,0.166667,0,0,0,0,0,0,0,0,0.444444,0,0,0,0,0,0,0,0,0.111111,0,0,0,0,0,0.111111,0,0,0,0.222222,0,0,0,0,0.111111,0.055556,0.055556,0.111111,0,0.055556,0,0,0,0.111111,0,0,0,0,0,0,0,0,0.166667,0,0,0,0.055556,0.111111,0.111111,0.111111,0,0.111111,0,0,0,6.19,0,0,0,0,0,0,22.57,0,8.19,0,0,0,0,8.19,0,23.57,31.76,8.19,0,0,0.580559,0,0,0,0,0,0,0.834623,0,0.64681,0,0,0,0,0.178977,0,0.515079,0.694056,-0.829456,0.305944,4,1
276,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.032684,0.677744,0.04271,0.04833,0.072582,0.125949,0.004,0.965,0.016,0.007,0.008,882,22.05,40,0.37415,0,0,0.002268,0,93.668639,13.561931,76.594654,8.281852,0.767574,0.02381,0.043084,0.022676,0.060091,0.014739,0.174603,0.018141,0.007937,0.019274,0.0839,0,0.061224,0.003401,0.001134,0.02381,0.004535,0.078231,0.003401,0.04195,0.015873,0.05102,0.011338,0.005669,0.020408,0.00907,0.14059,0,0,0.001134,0,0,0.013605,0.022676,0,0,0.408163,0.002268,0.007937,0.001134,0,0.043084,0.00907,0,0.014739,0.007937,0.003401,0.001134,0.017007,0.015873,0.004535,0.037415,0.00907,0,0.011338,0.192744,0.012472,0,0.010204,0.056689,0.090703,0.024943,0.022676,0.094104,0.128118,0.068027,0.018141,0.001134,0.027211,0.119048,0.019274,0.010204,0.014739,0,0.001134,0.001134,0,0.001134,0.075964,0.069161,0,0.010204,0.002268,0.034014,0.113379,0.114512,0.010204,0.048753,0.011338,19.175,0,129,0,4,3,12,7,1.83,86,16,18,28.83,0,19.175,4,93.755,21,201,311.755,93.755,0.404031,0,0.820171,0,0.123899,0.095895,0.297883,0.198389,0.060769,0.75251,0.361302,0.388901,0.504778,0,0,0.123899,0.084104,0.018838,0.180309,0.279662,-0.842823,0.720338,79,1
277,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.423603,0.12603,0.013506,0.069112,0.030793,0.336956,0.177,0.408,0.345,0.064,0.006,84,42,2,0.440476,0,0,0,0,83.805612,1,59.40381,95.810872,0.702381,0.02381,0.047619,0.011905,0.047619,0,0.142857,0,0,0.02381,0.047619,0,0.047619,0,0,0.011905,0,0.059524,0,0.035714,0.035714,0.047619,0.011905,0,0.02381,0.02381,0.071429,0.035714,0,0,0.035714,0,0,0.059524,0,0,0.392857,0,0.02381,0,0.035714,0.035714,0,0,0,0,0.011905,0.011905,0.035714,0.02381,0.011905,0,0,0,0.011905,0.214286,0,0,0.035714,0.011905,0.142857,0.083333,0.047619,0.047619,0.119048,0.119048,0.011905,0,0.02381,0.047619,0,0.011905,0,0,0.011905,0,0,0.035714,0.095238,0.011905,0,0,0.011905,0.011905,0.142857,0.154762,0,0.107143,0,23.915,0,1,0,0,0,6.5,0,0,0,0,0,8,0,23.915,0,31.915,6.5,1,39.415,31.915,0.790852,0,0.136527,0,0,0,0.50684,0,0,0,0,0,0.558482,0,0,0,0.276524,0.056319,0.008664,0.341507,0.873623,0.658493,8,1
278,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.10805,0.295293,0.080422,0.212274,0.138508,0.165453,0.044,0.797,0.104,0.035,0.02,233,19.416667,12,0.240343,0,0,0,0,48.545064,11.30739,87.669353,33.16401,0.811159,0.008584,0.042918,0.055794,0.04721,0.008584,0.188841,0.004292,0.004292,0.030043,0.072961,0,0.090129,0.004292,0,0.008584,0.008584,0.064378,0,0.064378,0.017167,0.064378,0,0,0.008584,0.025751,0.04721,0,0,0,0,0,0,0.064378,0,0,0.502146,0.004292,0.021459,0.008584,0.017167,0.098712,0.004292,0,0.017167,0.030043,0.012876,0.021459,0,0.012876,0.012876,0.021459,0.004292,0,0.017167,0.270386,0.004292,0,0.038627,0.04721,0.04721,0.064378,0.025751,0.025751,0.098712,0.16309,0.004292,0,0.042918,0.133047,0,0.012876,0,0,0.017167,0,0,0.012876,0.133047,0.060086,0,0.004292,0.012876,0.060086,0.16309,0.175966,0.004292,0.025751,0.017167,21,0,8,0,0,0,0,20,0,14,3,1,4,0,21,0,24,0,40,63,24,0.57547,0,0.340542,0,0,0,0,0.563508,0,0.474706,0.162233,0.060636,0.205213,0,0.340542,0,0.087591,0,0.145985,0.229927,-0.593594,0.770073,22,0
